"Nama","Review",""
"Agung Laksono","parah untuk pelayanan nya karna saya sudah booking tetapi ketika saya sudah smpe di tmpat/ hottel malah saya gak dapet room brarti buat appa aplikasi ini di buat dan mesen lewat aplikasi ini.jika saya tdk dapet room...mlhn saya di kenakan cas lagi 200 ribu untuk room yg bukn saya pesen ...tolong lah...Ulasan Lengkapparah untuk pelayanan nya karna saya sudah booking tetapi ketika saya sudah smpe di tmpat/ hottel malah saya gak dapet room brarti buat appa aplikasi ini di buat dan mesen lewat aplikasi ini.jika saya tdk dapet room...mlhn saya di kenakan cas lagi 200 ribu untuk room yg bukn saya pesen ...tolong lahh jika seseorng itu sudah booking brrati dia harus di dahulukan bukn nya di sepelein kaya gni.... ",""
"endang domestika","aplikasinya koq sering nge heng yah...",""
"Memey Riana","Bulan2 ini promonya jelek gak kyk bulan2 kemrin padahal akhir tahun ,,kecewa    ",""
"Nat Mar","JANGAN PERCAYA APLIKASI PEGI PEGI INI LAGI.,, BANYAK PENIPUANN.. TERUTAMA BUAT PARA BISNISMAN,, ATAU YG LAINNYA. REFUND uda 5 bulan, ditelpon uda 20x ttp uang gak masuk. Cocok nya gini yg harus dipolisikan.",""
"Chriz","kok pas saya mau booking tiket pesawat malah error dan tak bisa di booking. mohon arahannya.",""
"Pengguna Google","Nyesel ane download. ternyata blm semua stasiun.. stasiun sragen ga ada di dalam aplikasi... bagi yg mau download jangan download pasti nyesel..",""
"Mentari Gemilang","Tolong! Perbarui aplikasi untuk metode pembayaran bisa pakai gopay/dana/ovo, biar enak, praktis gak ribet. makasih",""
"Adam Tuts","Jelek, katanya promo pas di cek mahal mahal daripada aplikasi sebelah",""
"Akhmad Nur Hidayat","sangat buruk, tidak profesional, tolong WA saya di respon, aplikasi sebesar inicpelayananya sangat jelek",""
"Nita Djuwita","bagusan sebelum di perbaharui metode pembayarannya lebih detail, sekarang rada bingung cara bayarnya padahal langsung mesen tiket kereta baru 5menitan udah mau bayar langsung abis aja tu tiket gegara nyari nomor rekeningnya gak di tampilin ...",""
"Pengguna Google","Udah masukin kupon gempita dan udah masuk ke halaman selesaikan pembayaran karena sukses dapet harga 50%. Tapi waktu diklik setelah mengisi nama pemilik rekening kok ada pemberitahuan yang intinya berbunyi bahwa saya telah melakukan pemesanan hotel yang sama, lalu aplikasinya meminta saya mengecek ""...Ulasan LengkapUdah masukin kupon gempita dan udah masuk ke halaman selesaikan pembayaran karena sukses dapet harga 50%. Tapi waktu diklik setelah mengisi nama pemilik rekening kok ada pemberitahuan yang intinya berbunyi bahwa saya telah melakukan pemesanan hotel yang sama, lalu aplikasinya meminta saya mengecek ""Pemesanan Saya"". Lah saya kan belum pesan hotel apapun kok ga bisa meng-klik pembayarannya. Ketika saya kembali memesan dan memasukkan kode kupon diskon, kuponnya sudah ga bisa dipake karena kuota sudah full 300. Sungguh menjengkelkan. Rasanya seperti dipermainkan.  ",""
"Dwi Arum","kesel deh. katanya red doorz ada promo dan diskon. tp harganya kok tambah mahal. tdk seperti di diskon. dan hotel red doorz tdk sesuaj seperti digambar. jelek pula",""
"Andi Hidayat","Aplikasi payah. Sistem sering eror. Sudah bayar malah dibatalkan pesanannya. Hubungi cs via livechat, email dan telpon slow respon semua. Benar benar tidak memuaskan dan bikin muak. Oh iya tiap nelpon cs gak diangkat dan itu sudah memakan pulsa berkali kali. Sangat sangat merugikan aplikasi ini.",""
"Javier Saviola Sinuraya","Saya sangat kecewa dalam promo yg diselenggarakan oleh PegiPegi. Promo start jam 11 siang tapi server eror, saya trus mencoba tidak bisa juga. Akhir saya putusan saya menyerah dan membuang waktu saya. Bye PegiPegi (uninstall).",""
"ALL About BATAK TOBA","Auto uninstal nih kayanya. Masa dong kasih jadwal promo sy ikutin smpe 3 jadwal eh malah perbaikan jaringan terus. Giliran bisa, discountnya malah dikit banget. Ampunn. Aplikasi lain gk discount jg gk segitu harganya wkwk. Gak bisa dipercaya nih.",""
"Eka Permana Putra","Aplikasi travel paling goblok, bangsat lah.....mau boking,error terus....ada diskon aplikasi langsung error, niat gak sih jualan sama konsumen!!!! Bangsat gw uninstall ini aplikasi pake yg laen aja",""
"aufa pooh","Saya sangat kesal dan kecewa dengan ini aplikasi..saya booking tiket uda bayar tapi dibatalkan kata cs karna limit waktu habis padahl saya lpor saya dah bayar tp info beum.update blikin uang saya aja 2.6 lebih lo itu",""
"aris munthe","Setiap promo pasti error, hanya penipuan publik, lebih baik pegi2 ga usah buat promo lagi. Dasar aplikasi pemberi harapan palsu, contoh traveloka kalo promo ya promo. Traveloka is the best",""
"Rusmaladewi","Payah, tidak bisa pesan pada saat diskon padahal sudah menunggu sampe waktunya tiba, malah penerbangannya tidak ada. Apa apaan",""
"IT's Traveling","setiap ngadain promo aplikasinya error. Pas udah normal promonya udah habis. Kok merasa tertipu ya?",""
"Muhamad Mudrikah","Aplikasi yang selalu error pas ada promo. Auto uninstall ni aplikasi OTA paling mengecewakan",""
"Yuli Chie","Aplikasi anjing, sering bilang dalam perbaikan jadi ga bisa",""
"Yofa Andri","Bilang ada diskon tapi aplikasi ga bisa di buka hanya omong kosong",""
"Gunawan Aleng","Aplikasi yang paling banyak eror. Jadi malas mau pesan",""
"lia ks","Jelek banget aplikasinya,,loadingnya lama, giliran promo eror",""
"Eko Husni widodo","Lah percuma pegi"" ada diskon juga pasti eror pas mau booking",""
"Team soal","Bohong aja aplikasi ini. PHP promo diskon 50%.",""
"Deddy Trianto","Promo kok gak niat .... hapus aja app ini gak jelas",""
"roky hutauruk","Ada promo, tapi ERROR. Trun 1 * dulu lah.",""
"Irsyad Ramadhan","Penipuan bangsat katanya promo 500k pas di tunggu penerbangan error kn ajg!",""
"ayu wulandari","sering terjadi perubahan harga ketika masuk k menu pembayaran nya, dan itu sangat mengganggu.",""
"lida faqih","Pegi-pegi bertanggung jawab sekali. Karena pandemik corona villa di bali saya tidak beroprasi sampai akhir april dan pihak pegi-pegi memberitakannya. Lalu pihak pegi2 pun segera mengembalikan biaya pemesanan hotel kurang lebih dalam kurun waktu 2 hari. Tidak seperti aplikasi online sebelah yg tidak ...Ulasan LengkapPegi-pegi bertanggung jawab sekali. Karena pandemik corona villa di bali saya tidak beroprasi sampai akhir april dan pihak pegi-pegi memberitakannya. Lalu pihak pegi2 pun segera mengembalikan biaya pemesanan hotel kurang lebih dalam kurun waktu 2 hari. Tidak seperti aplikasi online sebelah yg tidak memberitahukan apa2 dan sulit untuk refund.",""
"Pengguna Google","ini aplikasi sinting kali ya...berjam"" ga bisa nyari tiket...leleeet lebih lelet dr siput..menjijikkan",""
"Rudi Nugraha","Kacauu....minta d perbaharui...sudah saya perbaharui malah tetep gk bsa d instal...aplikasi macam apa ini...awal nya seneng sering update promo hotel d pegi2",""
"Jovit 378","Dari ulasannya banyak yg kecewa jadi saya gk mau kena juga hahahaha",""
"Pengguna Google","Ini aku mau refund, masih aja belum d proses.. gimana sih??",""
"budi sutrisno","aplikasi busuk, tidak berguna",""
"Tommy Wijaya","Aktivasi aj susah.. kirim ke email ga bisa masuk.. parah ni app.. ccd luar dalam",""
"el hidayat","Aplikasi terburuk untuk pembelian tiket pesawat loading susah lelet yang jelas menyesal telah download App ini. Sunggi rugi",""
"Rizal Aldi","pajak nya ga ngotak , padahal setelah cek di tkp nya emg sgtu dan udh termasuk pajak , knpa masih kena pajak lg sma pegi2",""
"Girlra official music","Jelek ga ada solusi..duit saya melayang",""
"Gwyneth Virginia","pegi - pegi jelek pelayanannya masa mau bayar tiket pesawat pakai kartu kredit bca engga bisa mending unnistal aja nih aplikasi",""
"Yuvristz Kekon","aplksi tidak berguna",""
"Ronal V","Sistem masih jelek. Masa di aplikasi tiket ada, tapi giliran checkout, penerbangan tidak ada.. Ngaco... Benahi sistem nya dlu",""
"Endy Math","Apa maksudnya dengan pembatalan di daftar pesanan setelah saya dapatkan promo, padahal tinggal transfer aja. Sangat tidak profesional.",""
"Izza Karunia","Ini kenapa pegi pegi nih iklan promo diskon 30% sudah berhari-hari dapet informasi lewat email dan notif, giliran mau pesan di tanggal dan waktu yg ditentukan malah sistem perbaikan...uuuuuuuuu malah gabisa pesan lagi :(",""
"rajamuhamadazharullah raja","Sistem jelek banged.. katanya ada promo tapi sistem eror..gak profesional",""
"Apri Zal","cs nya gak jelas ngasih informasi dan gak bertanggung jawab bangeet",""
"Ika Cute Bell","Kok susah di donwload.pdhl sudah menginstal",""
"Pandu Wibowo","Sering error..ada tulisan pegi2 dlm perbaikan",""
"wahyu ady ramadhani","aplikasi aneh. harga hotel 247.265 ditambah pajak malah bulet jadi 300ribu. ini oajak kok menggenapkan? tapi fee handling nya 0 rupiah",""
"Alamsyah Alam","sulit mengakses.",""
"herdis sunarto","pegi2 nyusahin. nomer2 cs nya ga bisa dihubungi. masukin agen yg ga jelas, ga ada nomer yg bisa dihubungi. sampe saya nunggu berjam2 goblog",""
"Sam Piere","aplikasi aneh, mau masuk katanya email belum di aktifkan, tapi nggak di kirim aktivasinya? halo, mending menggunakan traveloka aja dah",""
"Sandra Viviana","Ternyata blm include pajak ya termasuk mahal konsumen cari yg udah beres maaf aku pindah apk lainnya aja...",""
"Nur Ain","saya uninstall ni apk takut pembayaran yang gk jelas., sperti di komen"".",""
"Nur Hayati","kox setelah di update, jadi susah begini sihh.... loading lamaa padahal internet lancar....... hadehh",""
"sapri sapriannoor","Kuitansi pembelian kurang simpel .. susah buat spj .",""
"Lina Ningsih","Harga yg tertera murah pas mau bayar harga naik..",""
"Coker Dan Juheri","Hedeh semua balasan sama, males kali yg mau ketik, gak level tidak sprt alikasi yg warna biru2 itu, promosi bohongan",""
"Ismail Pers","Tidak suka aplikasi jelek",""
"Mardiana Syahrul","Kok gak bisa dipake lagi ya...sy mau pesen hotel tp pas pembayaran gagal terus",""
"Muhammad Arsyad","Saya kecewa dengan pelayananya Jika ada kendala cs via telpn dan email tidak direpson Bahkan 100x ditelpn keburu pulsa habis Perbaiki kinerja Pengamalan yg buru",""
"Athar Channel","Proses refund lama, & banyak potongan hrga yg tidak sesuai ketentuan maskapai ..",""
"ritz life","TOLONG DONG DIPERBAIKI SISTEMNYA. JANGAN BAYAR DL BARU PILIH SEAT. SY BAYAR 2TIKET KAI SAAT PILIH SEAT HANYA 1 SY TLP CS PEGI""MALAH GA BS BANTU AKHITNYA SY K PT KAI GANTI SEAT DN HARUS BAYAR LG.",""
"araa chan","Jelek banget. Gw pertama kali pake pegipegi lagi cari hotel di Purwakarta, udah masukin data tinggal bayar, pas bayar di indomaret terdekat malah dapet email kalo kamar udah penuh. Minta refund proses nya ribet. Live chat nya ga bener. Email gak di bales. Di tlp ampe abis pls banyak juga msh lama. K...Ulasan LengkapJelek banget. Gw pertama kali pake pegipegi lagi cari hotel di Purwakarta, udah masukin data tinggal bayar, pas bayar di indomaret terdekat malah dapet email kalo kamar udah penuh. Minta refund proses nya ribet. Live chat nya ga bener. Email gak di bales. Di tlp ampe abis pls banyak juga msh lama. Kalo udah abis tuh kasih tau pas sebelum bayar tai bukan pas udah bayar malah ngeribetin orang Jangan download nyesel. Kalo ada bintang 0 gw kasih 0",""
"Nep Kudo","Saya pesan kamar No booking A0207ALV3FY Sudah hubungi pegi pegi customer service sampai sekarang tidak ada tanggapan nya Sudah bayar sampai hotel tidak ada kamarnya",""
"Muhamad Yusuf","Jelek kaya tai",""
"Olga Jadha Casmira","Promo2nya terlalu banyak persyaratan sehinga percuma ada promo tp gak bisa d pake juga, bahkan ada yg promonya Jawa sentris banget, walaupun sy orang Jawa tp kalo mau pergi k pulau lain ya gak bisa pake promo jd sm aja bohong.",""
"rakhmat saleh","mengecewakan.",""
"Sadof lon","kenapa tidak bisa d download neh... parah bgt...apa maksud pegi-pegi...",""
"Av CooL","Saya mau refund tiket tapi kok gak bisa... Tolong jelaskan",""
"Muhammad Mizan","Aplikasi gk guna,,, gk bisa dipercaya, jangan gunakan aplikasi ini,kalau gk mau nyesal!",""
"Haidar Althafandra Perdana3we31","APPLIKASI APAAN!! KAMAR TERSEDIA, PAS UDAH DITRANSFER UANGNYA 1.402.200 MALAH DAPET BALESAN EMAIL KAMAR SUDAH HABIS     MAKSUDNYA APA??? GA ADA KONFIRMASI SEBELUMNYA!! AWAS AJA KALO DUIT GA BALIK GUA TUNTUT!!!!!!",""
"sang peraih","mengecewakan!",""
"DAPUR NINDIKA","kurang profesional pelayanannya",""
"arifin kirby","Biaya aneh, di kalender harga murah, setelah dipesan harga mahal.",""
"ici chandra","untuk tiket agak lambat saat proses booking",""
"andy gouw","aplikasi susah di gunakan..berbelit2..taii",""
"Zikria Fikri","Buruk pelayanan customernya.... Pengembalian refandnya Lama tidak kaya traveloka... Di tambah banyak hotel atau penginapan yang tidak jelas.... Nyesel download aplikasi mah klo kyk gini.... Meningan pindah aja ke trevel traveloka.....",""
"Karel Silaban","fitur fiturnya kurang lengkap.. pesawat jam berapa nya smpai jam brapanya wktu awal keberangkatan .. tidak tersedia.. aplikasii zoonk..",""
"Fam'z Official","Aplikasi tolol. Masa pesan gagal terus",""
"Adjie Bin Karteji","Registrasinya susah padahal udh diisi bener semua",""
"Emdroew luffy","update aplikasi malah jadi gk beres,tidak bisa klik lanjut untuk pembayaran. Padahal versi sebelumnya tidak pernah sperti ini",""
"Rasbeny TV","Selalu gagal saat download mencapai 80%",""
"Mella Cecilia","males bgt pake aplikasi pegi pegi ini gak bsa refund gak bsa rubah jadwal,di traveloka walaupun di depkripsinya gak bsa refund dan gak bsa rubah jadwal klo udh tlpon langsung ke pihak traveloka bisa di rubah...",""
"Rizqi Tamaa","kecewa, kenapa jadi tambah jelek, log in gk bisa, pesen selalu gagal efek harga gk update,,,tolong lah jangan gini, masih bagus yang dulu,,,.",""
"SUDARMANTO TERATE","terpaksa saya hapus akun saya ngk bisa log in lagi kecewa",""
"Wiwi Siti Hasanah","gak kayak dulu, payah. loading lama banget keburu abis tiket nya.",""
"ferry nortanio","Proses nya nggak ribet",""
"Nanda Satu","Kebanyakan boong tentang refund, proses ribet, Paling Ribet dan ga pernah mengucapkan TERIMA KASIH UNINSTAL BYE APLIKASI BUSUK",""
"Siti Nurhaedah","Mitra property nya gak berkualitas ngasal terima mitra.. Gak kaya reddoors bagus mitranya semua seragam Jangan didownload deh rugi KUOTA DOANG... APLIKASI BAGUS TAPI MITRANYA JELEK SEMUA GAK KONSISTEN SAMA SLOGAN",""
"Abri Anto","Ko uang pembatalan sya belum dikirim2 ya pdahal dah 1bulan lebih lo",""
"Yuli Aulia","Lama lodingnya",""
"Portgas D Ace","Refound peberbangan Tipu- tipu. Dari september 2019 sampai februari 2020 belum ada pengembalian. Ganti aja namanya tipu - tipu jangan pegi pegi.",""
"RAFI APTA","karena setelah saya hapus ni aplikasi hp ku jadi eror setiap mau buka aplikasi dan saat di dalam aplikasi iklan pegi pegi melulu. MOHON UNTUK DI UPDATE !!!!!!",""
"Dian Fatiha","kurang pelayanan, tidak ada limit utk harga promo. kesal, selalu berbuah setiap sedang loading memesan. embel2 promo tapi tidak ada termurah, semua rata2 mahal. masih mending traveloka. kecewa sangat.",""
"Dede Setiyono","aplikasi tidak berguna , aplikasi lain tiket sudah muncul jm 00.00 ini muncul jm 00.30 berikut tiketnya abis kan lucu , nyesel saya download aplikasi macam gini rugi waktu ,istirahat terganggu ga dapat hasil apapun !!!",""
"Bro ddstyn","aplikasi tai, di aplikasi lain udah muncul jadwal kereta dari jm 00.00 ini muncul pas udah abis, niat bikin aplikasi kaga? kalo kaga ga usah nyesel saya Download , nyesel saya Download udah bergadang ga ada hasil sampah",""
"Yoga Alfian","Gw uninstal. Ga jelas banget. Suka muncul iklan Pegi pegi sendiri tiap nonton youtube malah muncul iklan pegi pegi. Otomatis ke pause deh. Bukan hanya di youtube tp juga semua aplikasi",""
"mae munah","Sia sia download pas jam 00 tetep loading jadi gak kebagian tiket kereta nya",""
"Rosdiana RD","Dari kemaren sampai pagi ini tidak bisa dowload ..parah..",""
"Pobe Pekanbarucctv","cs ngak ada yg stay 24jam telpon email chat semua ngak respon...",""
"Doni Daroy","penipuan... diskon diskon tapi pas mau check out bayar tiket dinaikkan harganya 200%",""
"Pengguna Google","aplikasi sering error. selalu mempersulit",""
"Aldi Rusli","loading sangat lambat dan beberapa kali gagal transaksi",""
"irfan prasetiyo","aneh ih. udah mau login ga bisa trs. padahal di situ e-mail sudh terdaftar padahl udh dpt konfirmasi e-mail nya. kenpa ya.",""
"Vera Laoshi","Proses refund yg tidak jelas. Nominal yg diberikan tidak sama dan tidak jelas angka yg diberikan darimana. Selama ini anak saya dan saya langganan beli di pegipegi. Pengalaman buruk refund disini",""
"Alan Darmasaputra","Saya amat kecewa dengan Aplikasi ini, krn menyertakan detail yg tidak sesuai dengan pihak hotel. Lalu pihak hotel pun enggan mencarikan solusi disaat ada ketidak samaan terhadap informasi di Aplikasi ini.    ",""
"I Gede Adnyana","Proses refund sangat lama ! OTA lain gak selama ini meskipun memang ketentuannya s/d 3 bln",""
"Rara Hong","kalau pakai discount tdk dapat point.. jelek bgt",""
"Pengguna Google","saya menghapus aplikasi ini Karena Persaingan Gak Sehat...Air Asia keluar, Mungkin Gara2 Tiketnya Air Asia lebih MURAH Dibandingkan Lion Air... Ada Monopoli Tiket MURAH oleh Maskapai L***",""
"Achmad Afifudin","sangat mengecewakan.. promo diskon besar-besaran giliran waktunya promo setiap di cari rutenya tidak tersedia (padahal di maskapai masih tersedia banyak) dan ketika bisa promo tertulis habis..saya tidak yakin dengan promo pegipegi",""
"Tiara Hermastuti","pelayanan kurang memuaskan nunggu aja sampe 2 jam lebih",""
"Haqi Abdullah","loading lama, sering gangguan sistem, dan promonya yang diskon 144% kagak bisa di gunakan,, apk bobrok",""
"Protasius Garry","apk paling aneh, buat promo tpi waktu promo berjalan apknya gk bisa mencari penerbangan dll, noob cujkk",""
"I gusti ayu Rika","apaan... ksh promo tp server error. gak niat ksh promo  ",""
"Rika Sari","Aplikasi kurang aja pihak maskapai bilang estimasi cuma 2 minggu ini bilang estimasi 1-3bulan dan lagi pengajuan saya sudah sebulan lebih bilangnya masih proses maskapai tetapi pihak maskapai bilang bahwa proses refundnya dah selesai di kembalikan ke pegipegi aplikasi anjing sampai suami saya di tah...Ulasan LengkapAplikasi kurang aja pihak maskapai bilang estimasi cuma 2 minggu ini bilang estimasi 1-3bulan dan lagi pengajuan saya sudah sebulan lebih bilangnya masih proses maskapai tetapi pihak maskapai bilang bahwa proses refundnya dah selesai di kembalikan ke pegipegi aplikasi anjing sampai suami saya di tahan polisi gara2 anda bangsat. Kami sudah sabar dari awal suami belum di laporkan orang gara2 uangnya belum kembali dari pegipegi sekarang suami saya harus didalam tahanan lu enak ngak mikir bangsat",""
"Sugmaì—‘ì†Œ","niat ngasih promo gak sih, applikasinya seketika lemot dan error mulu pas jam 10 lebih beberapa menit doang, gak kuat atau gimana, ntar giliran mendekati jam promo habis baru lancar hmm",""
"Dedeng Rusdianto","di aplikasi selalu bilangnya ""terjadi kesalahan sistem"" udah booked hotel tapi gak ada muncul di pesanan, trus poin nya tetep gak ada padahal di email udah ada confirmed  ",""
"Mastria Maila","apaan ini aplikasi giliran ada diskon gede pas di aplikasi sistem jaringan buruk aku buka lapak lain lancar lancar aja kl ga niat kasih diskon ga usah php ditungguin ampe jam 10 malah jaringan eror buktinya saya bisa komen skrng tanpa ada hambatan sinyal dasar aneh ini aplikasi ",""
"Hady_ Sah","buat promo diskon 64% tpi gangguan trs. tiba bisa promo sudah habis... hoax... puasa2 buat tipuan. kalau mmng buat diskon yg real.. trs harga ga pernh bnr. selalu ada tmbh2 an biaya. tolong perbaiki.",""
"Muza Selvia Lingga","Langsung uninstal, diskonannya cuma omong doang, bohongan aja, saat kupon promo mau d pergunakan langsung gak bisa",""
"NurKholis Fahmy","sungguh gak menyenangkan diskon best prizenya udh saya pantengin. saya nyari tiketnya ada gangguan. padahal saya pantengin dua jam sebelum best prize. mau beli tiket pesawat ada tulisan ada gangguan. iklan d jakrta d mna2 untuk best prize giliran saya pantengin kuponnya. gak bisa cek tiket pesawatny...Ulasan Lengkapsungguh gak menyenangkan diskon best prizenya udh saya pantengin. saya nyari tiketnya ada gangguan. padahal saya pantengin dua jam sebelum best prize. mau beli tiket pesawat ada tulisan ada gangguan. iklan d jakrta d mna2 untuk best prize giliran saya pantengin kuponnya. gak bisa cek tiket pesawatnya. g mna mau di pake kupon best prizenya klu tiket pesawat ada ganggu koneksi",""
"dela yunita","ada discount 64%, udh mantengin app dr jam 955 menit pertama klik baru 1 menit pertama udh abis kuota promonya haha auto uninstall aja, mending promo lapak sebelah yg pasti2 aja. ngakak sih",""
"Mr. Susanto","Buruk.. selalu terjadi kesalahan sistem waktu cek tiket pesawat",""
